status;agency_reference;type;purpose;address;complement;district;complex;city;sell_price;rental_price;complex_fee;property_tax;bedrooms;suites;parking_spaces;date_added;total_area;area;number;full_address;agency;latitude;longitude
Cancelado;AP1296;Apartamento;Residencial;Rua Tutóia 839;apto 73;Paraíso;São João Del Rey;São Paulo;0.0;1500.0;988.0;26.0;2;0;1;2017-09-22 00:00:00.000;110.0;73.0;839;São João Del Rey, Rua Tutóia 839, Paraíso, São Paulo;NuDoor;-023.5784600000;-046.6509500000
Cancelado;AP1019;Apartamento;Residencial;Rua Doutor Penaforte Mendes 86;ap73;Bela Vista;Leticia;São Paulo;330000.0;0.01;525.0;0.01;1;0;1;2017-03-17 00:00:00.000;55.2;40.0;86;Leticia, Rua Doutor Penaforte Mendes 86, Bela Vista, São Paulo;NuDoor;-023.5550000000;-046.6516300000
Ativo;AP1759;Apartamento;Residencial;Rua Joinville 637;apto. 201;Paraíso;Alvecon;São Paulo;950000.0;0.0;1200.0;1200.0;3;1;1;2018-05-16 00:00:00.000;157.0;99.0;637;Alvecon, Rua Joinville 637, Paraíso, São Paulo;NuDoor;-023.5835400000;-046.6497300000
Suspenso;GA0016;Galpão;Comercial;Rua Pedro Amâncio 37;Esquina;Sacomã;Galpão Pedro Amâncio;São Paulo;0.0;15000.0;0.01;0.0;0;0;10;2017-01-11 00:00:00.000;777.0;1690.0;37;Galpão Pedro Amâncio, Rua Pedro Amâncio 37, Sacomã, São Paulo;NuDoor;-023.6331500000;-046.6010000000
Ativo;AP5518-INC;Apartamento;Residencial;Avenida Hebe Camargo 0;;Parque do Morumbi;CLICK MORUMBI;São Paulo;199000.0;0.0;0.0;0.0;2;0;1;2018-05-16 00:00:00.000;0.0;41.0;0;CLICK MORUMBI, Avenida Hebe Camargo 0, Parque do Morumbi, São Paulo;NuDoor;-023.5731300000;-046.6985100000
Cancelado;KN0026;Kitnet;Residencial;Avenida Nove de Julho 70;13;Bela Vista;Edifício Brasilar Residencial;São Paulo;175000.0;0.0;300.0;0.0;1;0;0;2018-01-19 00:00:00.000;45.0;40.0;70;Edifício Brasilar Residencial, Avenida Nove de Julho 70, Bela Vista, São Paulo;NuDoor;-023.5539100000;-046.6480100000
Cancelado;AP1567;Apartamento;Residencial;Rua Artur Prado 492;04;Bela Vista;Arthur Prado;São Paulo;820000.0;0.0;965.0;160.0;3;1;1;2018-03-19 00:00:00.000;0.0;106.0;492;Arthur Prado, Rua Artur Prado 492, Bela Vista, São Paulo;NuDoor;-023.5645600000;-046.6437400000
Cancelado;AP1216;Apartamento;Residencial;Rua Doutor Albuquerque Lins 107;32;Santa Cecília;Edifício Jardins do Reno;São Paulo;430000.0;0.0;480.0;0.0;2;0;1;2017-07-10 00:00:00.000;60.0;55.0;107;Edifício Jardins do Reno, Rua Doutor Albuquerque Lins 107, Santa Cecília, São Paulo;NuDoor;-023.5319900000;-046.6533900000
Cancelado;AP1471;Apartamento;Residencial;Rua Santo Antônio 972;55;Bela Vista;Saint Simon;São Paulo;300000.0;0.0;380.0;0.0;2;0;0;2017-12-28 00:00:00.000;59.0;54.0;972;Saint Simon, Rua Santo Antônio 972, Bela Vista, São Paulo;NuDoor;-023.5532900000;-046.6471400000
Suspenso;AP1708;Apartamento;Residencial;Avenida Duque de Caxias 186;Apto 1014;Campos Elíseos;Mitu446;São Paulo;275000.0;0.0;294.0;0.0;2;0;0;2018-05-03 00:00:00.000;0.0;46.0;186;Mitu446, Avenida Duque de Caxias 186, Campos Elíseos, São Paulo;NuDoor;-022.7383800000;-045.5882300000
Cancelado;AP0228;Apartamento;Residencial;Rua do Paraíso 668;Ap:13;Paraíso;Decor Paraíso;São Paulo;0.0;1800.0;630.0;0.0;1;0;1;2014-10-21 00:00:00.000;120.0;46.0;668;Decor Paraíso, Rua do Paraíso 668, Paraíso, São Paulo;NuDoor;-023.5748500000;-046.6361600000
Suspenso;AP0222;Apartamento;Residencial;Rua do Paraíso 669;. Ap:62;Paraíso;;São Paulo;0.0;2100.0;732.0;55.0;2;0;1;2014-10-16 00:00:00.000;70.0;46.0;669;, Rua do Paraíso 669, Paraíso, São Paulo;NuDoor;-023.5748300000;-046.6362300000
Cancelado;AP1499;Apartamento;Residencial;Rua Jose Maria Lisboa 695;142;Jardim Paulista;Edificio Vila de Olinda;São Paulo;1170000.0;0.0;1195.0;322.0;2;1;2;2018-01-19 00:00:00.000;0.0;100.0;695;Edificio Vila de Olinda, Rua Jose Maria Lisboa 695, Jardim Paulista, São Paulo;NuDoor;-023.5677100000;-046.6584800000
Cancelado;AP1177;Apartamento;Residencial;Alameda Jaú 1606;51;Jardim Paulista;La Residence Paulista;São Paulo;431000.0;0.0;1000.0;0.0;1;1;1;2017-06-18 00:00:00.000;75.0;40.0;1606;La Residence Paulista, Alameda Jaú 1606, Jardim Paulista, São Paulo;NuDoor;-023.5593200000;-046.6626600000
Ativo;AP1755;Apartamento;Residencial;Rua Haddock Lobo 804;124;Cerqueira César;Fortune Residence;São Paulo;470000.0;0.0;1800.0;239.0;1;1;1;2018-05-14 00:00:00.000;45.0;45.0;804;Fortune Residence, Rua Haddock Lobo 804, Cerqueira César, São Paulo;NuDoor;-023.5592100000;-046.6631600000
Cancelado;AP1751;Apartamento;Residencial;Rua Gonçalo da Cunha 75;Apto 12;Chácara Inglesa;Gocu75;São Paulo;995000.0;0.0;800.0;0.0;3;1;2;2018-05-13 00:00:00.000;97.0;97.0;75;Gocu75, Rua Gonçalo da Cunha 75, Chácara Inglesa, São Paulo;NuDoor;-023.6078500000;-046.6311300000
Cancelado;AP0330;Apartamento;Residencial;Rua Eça de Queiroz 114;. Ap:11;Vila Mariana;;São Paulo;750000.0;0.0;780.0;75.0;3;0;1;2014-08-01 00:00:00.000;140.0;78.0;114;, Rua Eça de Queiroz 114, Vila Mariana, São Paulo;NuDoor;-023.5783500000;-046.6420800000
Cancelado;AP1387;Apartamento;Residencial;Rua Manoel da Nóbrega 484;apto 61 - bloco a;Paraíso;Bloco São Jose;São Paulo;0.0;2800.0;580.0;70.0;2;0;1;2017-11-03 00:00:00.000;150.0;72.0;484;Bloco São Jose, Rua Manoel da Nóbrega 484, Paraíso, São Paulo;NuDoor;-020.7918400000;-049.3717700000
Cancelado;AP0739;Apartamento;Residencial;Rua Marquês de Itu 836;65;Vila Buarque;Eldorado Residence;São Paulo;0.0;2100.0;900.0;100.0;1;0;1;2016-09-14 00:00:00.000;70.0;62.0;836;Eldorado Residence, Rua Marquês de Itu 836, Vila Buarque, São Paulo;NuDoor;-023.2180000000;-046.7924100000
Cancelado;AP0741;Apartamento;Residencial;Rua Marquês de Itu 836;73;Vila Buarque;Eldorado Residence;São Paulo;0.0;1900.0;900.0;200.0;1;0;1;2016-09-14 00:00:00.000;50.0;45.0;836;Eldorado Residence, Rua Marquês de Itu 836, Vila Buarque, São Paulo;NuDoor;-023.2180000000;-046.7924100000
Ativo;CO0005;Cobertura;Residencial;Rua Correia Dias 123;102;Paraíso;Paraiso;São Paulo;1500000.0;0.0;1600.0;300.0;3;1;2;2016-11-01 00:00:00.000;105.0;98.0;123;Paraiso, Rua Correia Dias 123, Paraíso, São Paulo;NuDoor;-023.5759600000;-046.6414600000
Cancelado;AP1431;Apartamento;Residencial;Rua Joel Jorge de Melo 62;62;Vila Mariana;Módulo;São Paulo;670000.0;0.0;1300.0;210.0;3;0;1;2017-12-03 00:00:00.000;0.0;82.0;62;Módulo, Rua Joel Jorge de Melo 62, Vila Mariana, São Paulo;NuDoor;-023.5975100000;-046.6336000000
Ativo;AP1747;Apartamento;Residencial;Rua General Chagas Santos 500;Apto 103;Saúde;Gcs500;São Paulo;630000.0;0.0;850.0;0.0;2;1;2;2018-05-13 00:00:00.000;65.0;65.0;500;Gcs500, Rua General Chagas Santos 500, Saúde, São Paulo;NuDoor;-023.6172700000;-046.6305200000
Ativo;AP1753;Apartamento;Residencial;Rua Nelson Gama de Oliveira 825;11B;Vila Andrade;Ngo825;São Paulo;690000.0;0.0;581.5;0.0;3;1;1;2018-05-13 00:00:00.000;84.0;84.0;825;Ngo825, Rua Nelson Gama de Oliveira 825, Vila Andrade, São Paulo;NuDoor;-023.6297600000;-046.7394000000
Ativo;AP1750;Apartamento;Residencial;Rua Gonçalo da Cunha 75;Ato 52;Chácara Inglesa;Gocu75;São Paulo;1150000.0;0.0;800.0;0.0;3;1;1;2018-05-13 00:00:00.000;97.0;97.0;75;Gocu75, Rua Gonçalo da Cunha 75, Chácara Inglesa, São Paulo;NuDoor;-023.6078500000;-046.6311300000
Ativo;AP1749;Apartamento;Residencial;Rua Doutor Augusto de Miranda 977;Apto 14 - primeiro andar;Vila Pompeia;Dam977;São Paulo;800000.0;0.0;880.0;0.0;2;0;1;2018-05-13 00:00:00.000;139.0;87.0;977;Dam977, Rua Doutor Augusto de Miranda 977, Vila Pompeia, São Paulo;NuDoor;-023.5316300000;-046.6900800000
Cancelado;AP1016;Apartamento;Residencial;Rua Doutor Alfredo Ellis 301;apto 124;Paraíso;Christiane;São Paulo;879000.0;0.0;660.0;0.0;2;1;1;2017-03-15 00:00:00.000;175.0;111.0;301;Christiane, Rua Doutor Alfredo Ellis 301, Paraíso, São Paulo;NuDoor;-023.5644700000;-046.6444700000
Locado;SL0010;Salão;Comercial;Rua Doutor Tomás Carvalhal 261;loja;Paraíso;;São Paulo;0.0;1900.0;0.0;100.0;0;0;0;2017-09-20 00:00:00.000;20.0;20.0;261;, Rua Doutor Tomás Carvalhal 261, Paraíso, São Paulo;NuDoor;-023.5762300000;-046.6438800000
Locado;AP0467;Apartamento;Residencial;Rua José Antônio Coelho 300;Ap.43 - Bl. D;Vila Mariana;;São Paulo;0.0;1500.0;210.0;0.01;1;0;0;2014-03-31 00:00:00.000;52.0;32.0;300;, Rua José Antônio Coelho 300, Vila Mariana, São Paulo;NuDoor;-023.5801600000;-046.6433700000
Locado;AP1658;Apartamento;Residencial;Rua José Antônio Coelho 435;54;Vila Mariana;Atlas e Apolo;São Paulo;0.0;2500.0;726.0;50.0;2;0;1;2018-04-16 00:00:00.000;136.0;80.0;435;Atlas e Apolo, Rua José Antônio Coelho 435, Vila Mariana, São Paulo;NuDoor;-023.5805500000;-046.6445900000
Cancelado;AP1673;Apartamento;Residencial;Rua Artur Prado 57;83;Bela Vista;Guaratambé;São Paulo;380000.0;1700.0;500.0;0.0;2;0;0;2018-04-20 00:00:00.000;0.0;60.0;57;Guaratambé, Rua Artur Prado 57, Bela Vista, São Paulo;NuDoor;-023.5608700000;-046.6426000000
Cancelado;AP0944;Apartamento;Residencial;Rua Martiniano de Carvalho 599;apto 11;Bela Vista;Saint Etienne;São Paulo;799000.0;0.0;1123.0;232.0;3;1;2;2017-02-05 00:00:00.000;160.0;110.0;599;Saint Etienne, Rua Martiniano de Carvalho 599, Bela Vista, São Paulo;NuDoor;-023.5640300000;-046.6422400000
Ativo;AP1742;Apartamento;Residencial;Rua Jaraguá 737;Apto 103A;Bom Retiro;Jara737;São Paulo;410000.0;0.0;460.0;0.0;2;1;1;2018-05-09 00:00:00.000;58.0;58.0;737;Jara737, Rua Jaraguá 737, Bom Retiro, São Paulo;NuDoor;-023.5244300000;-046.6474400000
Cancelado;AP1039;Apartamento;Residencial;Rua da Consolação 1361;apto.31;Consolação;Barão de França;São Paulo;0.0;2200.0;820.0;85.0;2;0;0;2017-03-24 00:00:00.000;85.0;82.0;1361;Barão de França, Rua da Consolação 1361, Consolação, São Paulo;NuDoor;-020.5487500000;-047.4083300000
Cancelado;AP1106;Apartamento;Residencial;Rua Caio Prado 476;Apto. 101 B;Consolação;Edifício São Lourenço;São Paulo;0.0;2500.0;900.0;126.0;2;0;1;2017-05-14 00:00:00.000;112.0;100.0;476;Edifício São Lourenço, Rua Caio Prado 476, Consolação, São Paulo;NuDoor;-023.5513200000;-046.6478500000
Ativo;SA0084;Sala;Comercial;Rua Santa Cruz 690;sala;Vila Mariana;;São Paulo;0.0;2500.0;0.0;0.0;0;0;0;2015-04-15 00:00:00.000;0.0;30.0;690;, Rua Santa Cruz 690, Vila Mariana, São Paulo;NuDoor;-023.5972900000;-046.6296600000
Cancelado;AP1201;Apartamento;Residencial;Rua Mauro 330;apto 31;Saúde;Sr Noel;São Paulo;395000.0;0.0;180.0;50.0;2;0;0;2017-07-01 00:00:00.000;120.0;80.0;330;Sr Noel, Rua Mauro 330, Saúde, São Paulo;NuDoor;-023.6200800000;-046.6415400000
Ativo;CO0025;Cobertura;Residencial;Rua Luisiania 215;Apto 82;Brooklin Paulista;Luis215;São Paulo;2810000.0;0.0;4600.0;0.0;4;4;4;2018-05-08 00:00:00.000;654.0;354.0;215;Luis215, Rua Luisiania 215, Brooklin Paulista, São Paulo;NuDoor;-023.6107500000;-046.6794100000
Locado;AP0609;Apartamento;Residencial;Rua Estela 22;Ap:1312;Vila Mariana;;São Paulo;0.0;1600.0;479.0;0.01;1;0;1;2015-03-25 00:00:00.000;0.0;33.0;22;, Rua Estela 22, Vila Mariana, São Paulo;NuDoor;-023.5772600000;-046.6414000000
Cancelado;AP1390;Apartamento;Residencial;Rua Santa Madalena 267;apto 13;Bela Vista;Marta;São Paulo;0.0;1400.0;608.91;0.0;1;0;0;2017-11-03 00:00:00.000;80.0;52.0;267;Marta, Rua Santa Madalena 267, Bela Vista, São Paulo;NuDoor;-023.5631400000;-046.6435600000
Suspenso;AP1510;Apartamento;Residencial;Rua Luminarias 274;;Vila Madalena;Cond. Edifício Luminárias;São Paulo;0.0;7000.0;2750.0;1300.0;3;3;3;2018-01-27 00:00:00.000;0.0;185.0;274;Cond. Edifício Luminárias, Rua Luminarias 274, Vila Madalena, São Paulo;NuDoor;-023.5490800000;-046.6897900000
Ativo;AP1739;Apartamento;Residencial;Rua Álvaro Nunes 132;Apto 22;Vila Congonhas;Alnu132;São Paulo;617000.0;0.0;890.0;0.0;2;1;2;2018-05-08 00:00:00.000;145.0;70.0;132;Alnu132, Rua Álvaro Nunes 132, Vila Congonhas, São Paulo;NuDoor;-023.6229400000;-046.6649100000
Ativo;AP1738;Apartamento;Residencial;Rua Doutor Rubens Meireles 235;ni;Barra Funda;Rume235;São Paulo;640000.0;0.0;500.0;0.0;2;0;1;2018-05-08 00:00:00.000;66.0;66.0;235;Rume235, Rua Doutor Rubens Meireles 235, Barra Funda, São Paulo;NuDoor;-023.5190400000;-046.6657100000
Ativo;AP1737;Apartamento;Residencial;Avenida Lacerda Franco 570;Apto 15;Cambuci;Condomínio Edifício Cleo e Luce Duarte;São Paulo;370000.0;0.0;727.0;0.0;2;0;1;2018-05-07 00:00:00.000;65.0;65.0;570;Condomínio Edifício Cleo e Luce Duarte, Avenida Lacerda Franco 570, Cambuci, São Paulo;NuDoor;-023.5673600000;-046.6232700000
Cancelado;AP0878;Apartamento;Residencial;Rua João Moura 192;Uni 151;Pinheiros;Mon Reve;São Paulo;0.0;5200.0;2160.0;0.01;3;1;1;2016-12-19 00:00:00.000;0.0;180.0;192;Mon Reve, Rua João Moura 192, Pinheiros, São Paulo;NuDoor;-023.5630700000;-046.6757300000
Ativo;AP1733;Apartamento;Residencial;Avenida Pedroso de Morais 57;Apto 81;Pinheiros;Pemo57;São Paulo;1065000.0;0.0;1300.0;0.0;3;1;1;2018-05-06 00:00:00.000;150.0;150.0;57;Pemo57, Avenida Pedroso de Morais 57, Pinheiros, São Paulo;NuDoor;-023.5689900000;-046.6878700000
Ativo;AP1729;Apartamento;Residencial;Avenida Ernesto Igel 307;Apto 14;Lapa;Erig307;São Paulo;560000.0;0.0;400.0;0.0;3;0;1;2018-05-06 00:00:00.000;70.0;70.0;307;Erig307, Avenida Ernesto Igel 307, Lapa, São Paulo;NuDoor;-023.5183500000;-046.7293000000
Ativo;AP1728;Apartamento;Residencial;Rua Itapicuru 801;Apto 32;Perdizes;Itpi801;São Paulo;1480000.0;0.0;1645.0;0.0;2;2;2;2018-05-06 00:00:00.000;128.0;128.0;801;Itpi801, Rua Itapicuru 801, Perdizes, São Paulo;NuDoor;-023.5334900000;-046.6711300000
Ativo;AP1724;Apartamento;Residencial;Rua Sousa Lima 86;Apto 802;Barra Funda;Versatti;São Paulo;500000.0;0.0;450.0;0.0;2;1;1;2018-05-05 00:00:00.000;54.0;54.0;86;Versatti, Rua Sousa Lima 86, Barra Funda, São Paulo;NuDoor;-023.5284800000;-046.6532900000
Ativo;CA0050;Casa;Comercial;Rua Rio Grande 73;00;Vila Mariana;;São Paulo;0.0;6500.0;0.0;1000.0;0;0;1;2017-02-01 00:00:00.000;340.0;330.0;73;, Rua Rio Grande 73, Vila Mariana, São Paulo;NuDoor;-023.5853400000;-046.6442200000
Ativo;AP1713;Apartamento;Residencial;Rua Javaés 439;unid 1B;Vila Eldízia;La Griffe;Santo André;350000.0;0.0;0.01;0.0;3;1;2;2018-05-04 00:00:00.000;0.0;67.0;439;La Griffe, Rua Javaés 439, Vila Eldízia, Santo André;NuDoor;-023.6788100000;-046.5282000000
Ativo;AP1706;Apartamento;Residencial;Rua Javaés 439;apto 2;Vila Eldízia;La Griffe;Santo André;350000.0;0.0;0.01;0.0;3;1;2;2018-05-03 00:00:00.000;0.0;67.0;439;La Griffe, Rua Javaés 439, Vila Eldízia, Santo André;NuDoor;-023.6788100000;-046.5282000000
Ativo;AP1712;Apartamento;Residencial;Rua Javaés 536;und 1;Vila Eldízia;Terraços Javaes;Santo André;450000.0;0.0;0.01;0.0;3;1;2;2018-05-04 00:00:00.000;0.0;75.0;536;Terraços Javaes, Rua Javaés 536, Vila Eldízia, Santo André;NuDoor;-023.6795600000;-046.5289200000
Cancelado;AP1457;Apartamento;Residencial;Avenida do Estado 5814;103;Cambuci;Rennova Cambuci;São Paulo;175000.0;0.0;220.0;0.0;1;0;0;2017-12-19 00:00:00.000;35.0;31.54;5814;Rennova Cambuci, Avenida do Estado 5814, Cambuci, São Paulo;NuDoor;-023.5585100000;-046.6162000000
Ativo;CO0024;Cobertura;Residencial;Rua Javaés 536;und 4;Vila Eldízia;Terraços Javaes;Santo André;550000.0;0.0;0.01;0.0;3;1;2;2018-05-04 00:00:00.000;0.0;150.0;536;Terraços Javaes, Rua Javaés 536, Vila Eldízia, Santo André;NuDoor;-023.6795600000;-046.5289200000
Ativo;AP1711;Apartamento;Residencial;Rua Javaés 536;Unid 3;Vila Eldízia;Terraços Javaes;Santo André;550000.0;0.0;0.01;0.0;3;1;2;2018-05-04 00:00:00.000;0.0;150.0;536;Terraços Javaes, Rua Javaés 536, Vila Eldízia, Santo André;NuDoor;-023.6795600000;-046.5289200000
Cancelado;AP1608;Apartamento;Residencial;Rua Dona Elisa 150;101B;Barra Funda;De150;São Paulo;975000.0;0.0;1000.0;0.0;3;1;2;2018-04-08 00:00:00.000;0.0;101.0;150;De150, Rua Dona Elisa 150, Barra Funda, São Paulo;NuDoor;-023.5298300000;-046.6629200000
Cancelado;AP1526;Apartamento;Residencial;Avenida Interlagos 1880;51 c;Jardim Marajoara;Cond Chácara Flora;São Paulo;360000.0;0.0;475.0;0.0;2;0;2;2018-02-08 00:00:00.000;0.0;51.0;1880;Cond Chácara Flora, Avenida Interlagos 1880, Jardim Marajoara, São Paulo;NuDoor;-023.6700100000;-046.6780600000
Ativo;AP5453-INC;Apartamento;Residencial;Rua Camburiú 417;;Vila Ipojuca;HORIZON ALTO DA LAPA;São Paulo;916598.0;0.0;0.0;0.0;3;1;2;2018-05-03 00:00:00.000;0.0;92.87;417;HORIZON ALTO DA LAPA, Rua Camburiú 417, Vila Ipojuca, São Paulo;NuDoor;-023.5356200000;-046.7080200000
Ativo;AP5452-INC;Apartamento;Residencial;Rua Camburiú 417;;Vila Ipojuca;HORIZON ALTO DA LAPA;São Paulo;656907.0;0.0;0.0;0.0;2;1;2;2018-05-03 00:00:00.000;0.0;67.28;417;HORIZON ALTO DA LAPA, Rua Camburiú 417, Vila Ipojuca, São Paulo;NuDoor;-023.5356200000;-046.7080200000
Ativo;AP1707;Apartamento;Residencial;Rua Doutor Albuquerque Lins 1238;Apto 6A;Santa Cecília;Albli1238;São Paulo;1095000.0;0.0;1800.0;0.0;3;0;1;2018-05-03 00:00:00.000;128.0;128.0;1238;Albli1238, Rua Doutor Albuquerque Lins 1238, Santa Cecília, São Paulo;NuDoor;-023.5355300000;-046.6565100000
Cancelado;AP1146;Apartamento;Residencial;Rua Eça de Queiroz 288;apto 21;Vila Mariana;Jara;São Paulo;0.0;2500.0;1023.0;125.0;3;1;1;2017-06-06 00:00:00.000;190.0;111.0;288;Jara, Rua Eça de Queiroz 288, Vila Mariana, São Paulo;NuDoor;-023.5789700000;-046.6436500000
Ativo;AP1704;Apartamento;Residencial;Rua Conselheiro Brotero 1211;ni;Santa Cecília;Cobr1211;São Paulo;1040000.0;0.0;1500.0;2300.0;2;2;2;2018-05-01 00:00:00.000;98.0;98.0;1211;Cobr1211, Rua Conselheiro Brotero 1211, Santa Cecília, São Paulo;NuDoor;-023.5371700000;-046.6611800000
Ativo;CO0022;Cobertura;Residencial;Rua Loreto 61;Apto 211;Vila Santo Estéfano;Lor61;São Paulo;1650000.0;0.0;2100.0;0.0;4;4;4;2018-04-30 00:00:00.000;250.0;250.0;61;Lor61, Rua Loreto 61, Vila Santo Estéfano, São Paulo;NuDoor;-023.4968100000;-046.6001900000
Ativo;AP1702;Apartamento;Residencial;Rua Itaóca 203;201 Apto 21;Chácara Inglesa;Itao201;São Paulo;1500000.0;0.0;700.0;750.0;4;2;2;2018-04-30 00:00:00.000;156.0;156.0;203;Itao201, Rua Itaóca 203, Chácara Inglesa, São Paulo;NuDoor;-023.6048800000;-046.6284400000
Ativo;AP1701;Apartamento;Residencial;Rua Leôncio de Carvalho 254;Apto 32;Paraíso;Acrv254;São Paulo;1450000.0;0.0;1800.0;411.6;2;1;1;2018-04-30 00:00:00.000;173.0;173.0;254;Acrv254, Rua Leôncio de Carvalho 254, Paraíso, São Paulo;NuDoor;-023.5719800000;-046.6473200000
Ativo;AP1697;Apartamento;Residencial;Rua Percílio Neto 167;Apto 171 A;Vila Gumercindo;Perne167;São Paulo;1390000.0;0.0;1305.0;0.0;3;0;3;2018-04-29 00:00:00.000;137.0;137.0;167;Perne167, Rua Percílio Neto 167, Vila Gumercindo, São Paulo;NuDoor;-023.6097300000;-046.6196200000
Ativo;AP1692;Apartamento;Residencial;Rua Fabia 138;Apto 19;Vila Romana;Fab138;São Paulo;1915000.0;0.0;1300.0;0.0;3;3;3;2018-04-29 00:00:00.000;0.0;183.0;138;Fab138, Rua Fabia 138, Vila Romana, São Paulo;NuDoor;-023.5271800000;-046.6970100000
Ativo;AP1690;Apartamento;Residencial;Avenida Higienopolis 617;Apto 141;Higienópolis;Higi617;São Paulo;3200000.0;0.0;3140.0;1282.0;4;2;3;2018-04-28 00:00:00.000;0.0;276.0;617;Higi617, Avenida Higienopolis 617, Higienópolis, São Paulo;NuDoor;-023.5431300000;-046.6580300000
Ativo;AP1684;Apartamento;Residencial;Avenida São Luis 130;apto 14 - décimo quarto andar;República;Avsl130;São Paulo;2400000.0;0.0;2600.0;360.0;3;1;1;2018-04-24 00:00:00.000;425.0;393.0;130;Avsl130, Avenida São Luis 130, República, São Paulo;NuDoor;-023.5462100000;-046.6432600000
Suspenso;AP0589;Apartamento;Residencial;Rua Martiniano de Carvalho 960;. Ap:54;Bela Vista;Ojc;São Paulo;600000.0;0.0;500.0;0.0;2;0;1;2015-06-12 00:00:00.000;0.0;70.0;960;Ojc, Rua Martiniano de Carvalho 960, Bela Vista, São Paulo;NuDoor;-023.5671700000;-046.6433100000
Cancelado;AP0781;Apartamento;Residencial;Rua Marquês de Paranaguá 51;1303;Consolação;Ana Paula;São Paulo;0.0;4200.0;1100.0;190.0;2;2;1;2016-10-07 00:00:00.000;170.0;169.0;51;Ana Paula, Rua Marquês de Paranaguá 51, Consolação, São Paulo;NuDoor;-023.5489100000;-046.6502600000
Locado;AP1462;Apartamento;Residencial;Rua Oscar Freire 2077;Apto. 62;Pinheiros;Edifício Tabatinga;São Paulo;0.0;3000.0;1480.07;489.0;3;1;2;2017-12-22 00:00:00.000;200.0;138.0;2077;Edifício Tabatinga, Rua Oscar Freire 2077, Pinheiros, São Paulo;NuDoor;-023.5543700000;-046.6762700000
Locado;ST0021;Studio;Residencial;Rua Estela 22;apto 301;Vila Mariana;Mara Manrubia Trama;São Paulo;0.0;1500.0;505.0;91.35;1;0;1;2018-03-09 00:00:00.000;60.0;33.0;22;Mara Manrubia Trama, Rua Estela 22, Vila Mariana, São Paulo;NuDoor;-023.5772600000;-046.6412700000
Ativo;AP1588;Apartamento;Residencial;Rua José Antônio Coelho 300;37;Vila Mariana;Boleward;São Paulo;430000.0;0.0;350.0;100.0;1;0;1;2018-04-02 00:00:00.000;120.0;52.0;300;Boleward, Rua José Antônio Coelho 300, Vila Mariana, São Paulo;NuDoor;-023.5801600000;-046.6433700000
Cancelado;AP0830;Apartamento;Residencial;Rua Itapicuru 530;93;Perdizes;West Park Perdizes;São Paulo;0.0;1500.0;897.0;80.0;1;0;0;2016-11-17 00:00:00.000;30.0;30.0;530;West Park Perdizes, Rua Itapicuru 530, Perdizes, São Paulo;NuDoor;-023.5349000000;-046.6688700000
Cancelado;AP1600;Apartamento;Residencial;Rua Francisco Cruz 100;34;Vila Mariana;Spot;São Paulo;0.0;2600.0;400.0;150.0;1;0;1;2018-04-05 00:00:00.000;100.0;42.66;100;Spot, Rua Francisco Cruz 100, Vila Mariana, São Paulo;NuDoor;-023.5908300000;-046.6341200000
Cancelado;AP1676;Apartamento;Residencial;Rua Artur Sabóia 205;Apto 301;Paraíso;Asab205;São Paulo;1980000.0;0.0;1900.0;0.0;3;3;3;2018-04-22 00:00:00.000;0.0;184.0;205;Asab205, Rua Artur Sabóia 205, Paraíso, São Paulo;NuDoor;-023.5764000000;-046.6374000000
Ativo;AP5414-INC;Apartamento;Residencial;Rua Brigadeiro Godinho dos Santos 0;;Vila Pirituba;New City;São Paulo;275000.0;0.0;0.0;0.0;2;1;0;2018-04-22 00:00:00.000;0.0;49.82;0;New City, Rua Brigadeiro Godinho dos Santos 0, Vila Pirituba, São Paulo;NuDoor;-023.4796200000;-046.7442600000
Ativo;AP5413-INC;Apartamento;Residencial;Rua Brigadeiro Godinho dos Santos 0;;Vila Pirituba;New City;São Paulo;244500.0;0.0;0.0;0.0;2;0;0;2018-04-22 00:00:00.000;0.0;44.94;0;New City, Rua Brigadeiro Godinho dos Santos 0, Vila Pirituba, São Paulo;NuDoor;-023.4796200000;-046.7442600000
Ativo;AP5412-INC;Apartamento;Residencial;Rua Evaristo da Veiga 72;;Catumbi;ON BELÉM VIEW;São Paulo;319000.0;0.0;0.0;0.0;2;1;0;2018-04-22 00:00:00.000;0.0;56.0;72;ON BELÉM VIEW, Rua Evaristo da Veiga 72, Catumbi, São Paulo;NuDoor;-023.5363500000;-046.5989500000
Ativo;AP5411-INC;Apartamento;Residencial;Rua Evaristo da Veiga 72;;Catumbi;ON BELÉM VIEW;São Paulo;379000.0;0.0;0.0;0.0;3;1;0;2018-04-22 00:00:00.000;0.0;65.0;72;ON BELÉM VIEW, Rua Evaristo da Veiga 72, Catumbi, São Paulo;NuDoor;-023.5363500000;-046.5989500000
Ativo;AP5410-INC;Apartamento;Residencial;Avenida Celso Garcia 1467;;Brás;ON BELÉM CITY;São Paulo;203000.0;0.0;0.0;0.0;2;0;0;2018-04-22 00:00:00.000;0.0;44.0;1467;ON BELÉM CITY, Avenida Celso Garcia 1467, Brás, São Paulo;NuDoor;-023.5392100000;-046.6075500000
